Name,RA,Dec,Con,OT,Diam,Mag,Other
Teutsch 162,41.9167,61.975,CAS,OC,9.000,nan,
NGC 6200,251.0292,-47.4633,ARA,OC,14.000,7.40,
Ruprecht 157,127.4542,-19.1,PYX,OC,6.000,nan,4-2-p-*
FSR 0094,282.4583,-1.0486,AQL,OC,0.800,nan,
Dolidze 26,112.525,11.9,CMI,OC,23.000,nan,4-1-p-*
Trumpler 6,111.6042,-24.2,CMA,OC,6.000,nan,3-2-p-*
Ivanov 2,93.9708,14.2667,ORI,OC,2.000,nan,
Loden 1095,208.375,-59.75,CEN,OC,13.000,nan,4-2-p-*
Loden 1378,217.5958,-58.2167,CEN,OC,31.000,nan,4-2-p-*
Teutsch 43,295.6917,29.8603,CYG,OC,2.600,nan,
NGC 1802,77.5583,24.1083,TAU,OC,25.000,nan,
IC 2156,91.2125,24.1583,GEM,OC,4.000,nan,
FSR 0816,84.8208,31.5014,AUR,OC,0.800,nan,
NGC 7795,359.6542,60.035,CAS,OC,21.000,nan,
Dolidze 27,249.125,-8.95,OPH,OC,25.000,nan,4-2-p-n
FSR 0124,287.925,12.0514,AQL,OC,3.200,nan,
Czernik 17,58.1,61.95,CAM,OC,3.600,nan,4-1-p-*
NGC 6737,285.5833,-18.5497,SGR,OC,8.800,nan,
Collinder 466,106.7333,-10.715,MON,OC,4.000,nan,4-1-p-n
Juchert 12,110.2375,-22.8667,CMA,OC,2.000,nan,
Kharchenko 3,275.6958,-14.6333,SCT,OC,8.000,nan,
FSR 0538,20.5333,63.6931,CAS,OC,0.800,nan,
ESO 436 02,153.5125,-29.19,ANT,OC,5.000,nan,4-3-p-*
Dias 4,205.8542,-63.0133,CEN,OC,6.400,nan,
Dolidze 22,95.8375,4.5992,MON,OC,19.400,nan,4-1-p-*
FSR 0815,84.425,31.3242,AUR,OC,2.800,nan,
FSR 0273,315.4167,44.8142,CYG,OC,1.900,nan,
NGC 6773,288.7625,4.8817,AQL,OC,8.600,nan,
Turner 8,296.3167,27.8417,VUL,OC,5.000,nan,
BH 205,254.0458,-40.6667,SCO,OC,4.000,nan,3-3-p-*
NGC 2265,100.4208,11.905,GEM,OC,12.000,nan,
SAI 1,2.0833,51.7208,CAS,OC,4.000,nan,
Ruprecht 52,121.2875,-31.9667,PUP,OC,3.000,nan,3-2-p-*
ESO 252 14,79.0,-45.2367,PIC,OC,3.000,nan,
Ruprecht 8,105.425,-13.5833,CMA,OC,3.000,nan,4-1-p-*
Collinder 187,126.0542,-29.1667,PUP,OC,5.000,nan,3-1-p-*
Messier 103,23.3458,60.65,CAS,OC,5.000,7.40,
S1,27.7125,61.0911,CAS,OC,4.600,nan,
FSR 0591,36.9333,58.7589,PER,OC,4.000,nan,
FSR 0356,334.5875,56.7728,CEP,OC,0.800,nan,
ASCC 8,35.2042,59.61,CAS,OC,36.000,nan,
Collinder 228,161.0,-60.0867,CAR,OC,14.000,nan,
FSR 0334,326.5417,55.4489,CEP,OC,1.000,nan,
Ruprecht 38,117.625,-20.1833,PUP,OC,2.000,nan,3-2-p-*
FSR 1500,144.4708,-53.9622,VEL,OC,2.700,nan,
Bochum 12,164.35,-61.7167,CAR,OC,10.000,nan,
FSR 0270,316.0458,44.3492,CYG,OC,1.500,nan,
Patchick 103,308.7833,53.3,CYG,OC,1.300,nan,
Dias 8,298.025,11.6344,AQL,OC,10.000,nan,
Ruprecht 81,146.3,-44.1,VEL,OC,5.000,nan,4-2-p-*
NGC 2312,104.6958,10.295,MON,OC,7.600,nan,
FSR 1294,117.7792,-22.1306,PUP,OC,0.700,nan,
ESO 435 09,148.8875,-28.9867,ANT,OC,14.000,nan,
Hogg 11,167.9042,-60.4,CAR,OC,2.000,nan,
SBB 4,335.85,56.6075,CEP,OC,1.500,nan,
ESO 430 09,120.6,-29.7767,PUP,OC,0.800,nan,
ESO 131 09,187.4083,-57.8767,CRU,OC,5.000,nan,3-2-vp-*
FSR 1243,113.6375,-15.9728,PUP,OC,0.800,nan,
Dolidze 47,310.4792,36.5769,CYG,OC,11.000,nan,3-2-p-*
Ivanov 7,112.6667,-15.3,PUP,OC,2.800,nan,
FSR 0377,338.7167,58.3044,CEP,OC,1.500,nan,
BH 63,140.1625,-49.2231,VEL,OC,2.500,nan,2-1-p-*
Lynga 11,249.5375,-46.3167,ARA,OC,9.000,nan,3-2-p-*
Collinder 232,161.1625,-59.56,CAR,OC,4.000,nan,
FSR 0634,55.1,59.4194,CAM,OC,1.200,nan,
DC 4,103.5125,-13.5675,CMA,OC,0.700,nan,
FSR 0957,96.3417,14.5831,ORI,OC,0.800,nan,
Ruprecht 154,120.4417,-44.4167,PUP,OC,3.000,nan,3-2-p-*
Ruprecht 155,121.2708,-31.8167,PUP,OC,3.000,nan,4-1-p-*
FSR 0054,277.6,-15.0631,SCT,OC,1.000,nan,
Teutsch 5,73.9292,36.7819,AUR,OC,3.200,nan,
FSR 0417,348.4958,59.84,CEP,OC,1.800,nan,
Dol Dzim 9,272.2,31.5333,HER,OC,12.000,nan,4-3-m-*
Turner 4,274.2833,-18.7,SGR,OC,3.500,nan,
FSR 0192,301.7167,33.83,CYG,OC,5.600,nan,
Ruprecht 57,123.7708,-26.9667,PUP,OC,5.000,nan,4-2-p-*
IC 1442,334.125,54.05,LAC,OC,5.000,9.10,
Ruprecht 92,163.4458,-61.75,CAR,OC,7.000,nan,
ESO 229 02,269.8958,-51.685,ARA,OC,3.000,nan,4-2-vp-*
Ruprecht 149,103.125,-23.6667,CMA,OC,5.000,nan,3-2-p-*
Dolidze 49,101.7667,-0.0069,MON,OC,2.200,nan,
Dolidze 13,12.425,64.1264,CAS,OC,16.000,nan,-1-m-*
Loden 995,207.9833,-64.875,CIR,OC,26.500,nan,
ASCC 78,226.275,-68.39,TRA,OC,19.200,nan,
ESO 461 38,301.225,-30.35,SGR,OC,4.000,nan,4-3-p-n
NGC 2224,96.8833,12.6556,GEM,OC,14.000,nan,
FSR 0023,269.3958,-22.8756,SGR,OC,0.700,nan,
FSR 0939,92.7375,14.3825,ORI,OC,1.800,nan,
Loden 1101,209.575,-61.7833,CEN,OC,10.000,nan,3-2-m-*
FSR 0614,40.6417,56.7333,PER,OC,2.800,nan,
Loden 402,173.2167,-60.7167,CEN,OC,10.000,nan,4-1-p-*
FSR 0222,305.0208,40.8364,CYG,OC,1.200,nan,
ESO 026 02,306.6583,-80.0033,OCT,OC,8.000,nan,
NGC 6554,272.2458,-18.435,SGR,OC,20.000,nan,
NGC 5359,210.0375,-70.3917,CIR,OC,16.000,nan,
ASCC 121,337.6792,54.9,LAC,OC,27.600,nan,
Ruprecht 80,145.5125,-44.0167,VEL,OC,12.000,nan,3-1-p-*
ASCC 93,272.0542,-22.26,SGR,OC,32.400,nan,
Loden 112,158.1,-56.7,VEL,OC,7.000,nan,3-1-p-*
Kumar 21,334.0833,60.1017,CEP,OC,1.500,nan,
ASCC 120,337.65,57.21,CEP,OC,36.000,nan,
BH 75,143.7,-54.7,VEL,OC,3.000,nan,4-2-m-*
ASCC 53,144.4792,-59.55,CAR,OC,37.200,nan,
FSR 0546,24.3,65.8581,CAS,OC,3.900,nan,
FSR 0722,75.4542,44.1283,AUR,OC,0.700,nan,
FSR 0702,72.9167,45.7647,AUR,OC,0.400,nan,
NGC 1548,65.3333,36.9167,PER,OC,30.000,nan,
Czernik 43,351.45,61.3167,CAS,OC,5.000,nan,3-1-p-*
FSR 0035,271.0667,-20.1908,SGR,OC,1.900,nan,
Czernik 45,359.075,64.55,CAS,OC,2.500,nan,2-2-p-*
Dol Dzim 3,83.425,26.4833,TAU,OC,4.500,nan,
FSR 0521,13.25,59.85,CAS,OC,6.300,nan,
Dias 7,297.3375,21.17,VUL,OC,10.000,nan,
Dol Dzim 11,312.75,35.95,CYG,OC,3.000,nan,
NGC 7352,339.9292,57.395,CEP,OC,9.000,nan,
AH03 J2011+26.7,302.9875,26.7356,VUL,OC,4.500,nan,
FSR 0358,332.5583,58.8081,CEP,OC,5.800,nan,
Antalova 3,262.6417,-32.2083,SCO,OC,21.000,nan,
FSR 0188,300.5208,33.9192,CYG,OC,3.400,nan,
NGC 1896,81.425,29.3283,AUR,OC,20.000,nan,
NGC 956,38.0625,44.6467,AND,OC,9.000,8.90,-2-m-*
Hogg 5,151.5875,-60.3833,CAR,OC,3.000,nan,1-3-r-*
NGC 2982,145.5042,-44.02,VEL,OC,5.000,nan,
FSR 0163,300.0792,25.4211,VUL,OC,4.400,nan,
FSR 0425,348.6583,61.2836,CEP,OC,5.400,nan,
FSR 1390,127.0917,-40.0853,VEL,OC,0.800,nan,
FSR 0190,301.3667,33.5747,CYG,OC,4.200,nan,
Berkeley 50,302.6,34.9667,CYG,OC,2.000,nan,2-1-p-n
Bochum 2,102.225,0.3833,MON,OC,1.500,nan,
FSR 0578,35.0417,61.1086,CAS,OC,1.400,nan,
FSR 0134,291.125,16.8925,SGE,OC,3.300,nan,
Loden 153,158.675,-58.1333,CAR,OC,2.000,nan,4-2-p-*
Collinder 92,95.725,5.1167,MON,OC,11.000,nan,
Ruprecht 9,105.5292,-21.9167,CMA,OC,1.000,nan,
Ruprecht 175,311.3,35.5,CYG,OC,14.000,nan,4-2-m-*
FSR 0100,285.975,-0.0261,AQL,OC,2.100,nan,
ESO 370 17,127.9667,-36.1997,PYX,OC,3.000,nan,
FSR 1471,141.0167,-47.3489,VEL,OC,11.000,nan,
Loiano 1,299.5583,32.545,CYG,OC,6.000,nan,
SAI 6,6.9708,60.6892,CAS,OC,5.000,nan,
FSR 0312,323.7125,50.9239,CYG,OC,2.000,nan,
ASCC 70,183.75,-64.43,CRU,OC,36.000,nan,
Dolidze 40,304.4833,37.9331,CYG,OC,16.500,nan,3-1-p-n
SAI 49,81.6042,50.7842,AUR,OC,6.000,nan,
SAI 90,126.9958,-41.7694,VEL,OC,7.000,nan,
Czernik 5,28.9292,61.3558,CAS,OC,1.800,nan,3-1-p-*
Berkeley 84,301.1792,33.9067,CYG,OC,2.500,nan,2-1-p-n
ESO 370 13,126.7875,-34.705,PYX,OC,2.000,nan,4-2-vp-*
FSR 0732,75.65,42.5486,AUR,OC,2.500,nan,
FSR 0547,22.4667,60.7164,CAS,OC,2.700,nan,
Loden 821,201.0875,-59.7333,CEN,OC,19.000,nan,
Koposov 62,94.5083,24.7106,GEM,OC,6.000,nan,
ESO 524 01,284.1542,-26.9608,SGR,OC,6.000,nan,
Bochum 1,96.3542,19.7667,GEM,OC,26.000,nan,
Bochum 15,115.025,-33.5333,PUP,OC,3.000,nan,
FSR 0131,292.675,15.4331,AQL,OC,3.400,nan,
ESO 324 15,200.9292,-41.8867,CEN,OC,4.000,nan,3-2-p-*
Collinder 223,158.0667,-60.02,CAR,OC,18.000,nan,
Wit 1,105.0875,-5.8267,MON,OC,nan,nan,
FSR 1430,132.9542,-44.2631,VEL,OC,4.000,nan,
ESO 486 54,80.0458,-26.0483,LEP,OC,5.000,nan,4-2-p-*
ESO 435 33,150.975,-32.0533,ANT,OC,3.000,nan,4-3-p-*
ESO 430 14,120.9042,-31.4267,PUP,OC,5.000,nan,
FSR 1535,151.9792,-59.1969,CAR,OC,2.200,nan,
FSR 0107,287.2583,1.5361,AQL,OC,7.200,nan,
FSR 0891,94.3708,22.4272,GEM,OC,1.400,nan,
ESO 332 13,254.1667,-40.5833,SCO,OC,4.000,nan,
Dolidze 45,317.6917,37.5744,CYG,OC,16.200,nan,3-2-m-n
ESO 236 07,320.3667,-51.8117,IND,OC,30.000,nan,4-3-p-*
Haffner 24,112.2333,-18.3167,PUP,OC,2.000,nan,
FSR 0039,271.7708,-19.9158,SGR,OC,1.600,nan,
FSR 1204,107.0833,-12.8911,CMA,OC,1.200,nan,
FSR 0858,92.2875,25.6772,GEM,OC,1.800,nan,
Teutsch 64,128.1292,-41.9881,VEL,OC,4.600,nan,
Teutsch 40,292.3167,23.3106,VUL,OC,5.000,nan,
FSR 0924,92.6083,16.8369,ORI,OC,2.700,nan,
ASCC 62,162.7208,-60.1,CAR,OC,33.600,nan,
Juchert 11,56.825,53.9097,CAM,OC,5.000,nan,
ASCC 45,123.9583,-35.65,PUP,OC,24.000,nan,
SAI 36,64.2083,41.0667,PER,OC,3.000,nan,
ASCC 75,206.7917,-62.42,CEN,OC,20.400,nan,
FSR 0753,75.5583,36.79,AUR,OC,1.900,nan,
ESO 456 29,269.6458,-32.02,SGR,OC,0.800,nan,
Ruprecht 162,163.225,-62.3167,CAR,OC,5.000,nan,2-1-p-*
Ruprecht 22,112.325,-29.1833,PUP,OC,3.000,nan,4-2-p-*
ESO 367 10,109.2708,-35.28,PUP,OC,3.000,nan,4-2-m-*
ESO 065 03,192.9042,-69.73,MUS,OC,6.000,nan,
Hogg 9,164.5917,-59.05,CAR,OC,1.000,nan,2-1-vp-*
Dutra Bica 60,264.8333,-23.6833,OPH,OC,1.000,nan,
Kronberger 2,275.3292,-14.29,SER,OC,2.500,nan,
Kronberger 23,346.4958,60.2539,CEP,OC,2.500,nan,
NGC 2384,111.2917,-21.0217,CMA,OC,5.000,7.40,
Ruprecht 73,135.2917,-50.9167,VEL,OC,3.000,nan,4-1-p-*
NGC 1785,74.6458,-68.8444,DOR,OC,6.000,nan,
ESO 168 04,157.7208,-53.8667,VEL,OC,3.000,nan,
NGC 1931,82.8542,34.245,AUR,OC,17.000,nan,
FSR 0237,311.375,39.6111,CYG,OC,2.800,nan,
SAI 30,55.0917,82.2333,CEP,OC,3.000,nan,
FSR 0723,71.2375,41.5125,PER,OC,0.800,nan,
Ruprecht 153,120.0792,-30.2833,PUP,OC,3.000,nan,4-2-p-e
ESO 265 01,165.2417,-45.35,VEL,OC,4.000,nan,
ESO 334 02,264.2375,-42.2267,SCO,OC,2.000,nan,4-3-p-*
Ruprecht 40,113.3667,-20.5167,PUP,OC,2.000,nan,2-2-m-*
Turner 6,164.7542,-59.4994,CAR,OC,1.300,nan,
Kronberger 18,79.65,37.625,AUR,OC,4.000,nan,
ESO 097 15,213.8708,-64.6117,CIR,OC,12.000,nan,
ESO 231 30,289.2167,-51.4917,TEL,OC,20.000,nan,4-3-p-*
FSR 0812,84.5542,31.7333,AUR,OC,10.000,nan,
Czernik 7,30.7542,62.2467,CAS,OC,10.000,nan,4-2-p-*
FSR 0118,291.4375,8.095,AQL,OC,2.700,nan,
Alessi 52,183.2583,-62.7064,CRU,OC,2.200,nan,
FSR 0182,297.9417,33.5119,CYG,OC,1.200,nan,
ESO 261 07,141.0875,-44.705,VEL,OC,33.000,nan,4-2-m-*
Ruprecht 14,108.7292,-31.3667,CMA,OC,3.000,nan,4-1-p-*
FSR 0381,340.5542,58.3311,CEP,OC,1.900,nan,
FSR 0364,332.7,60.1061,CEP,OC,1.200,nan,
FSR 0674,63.0875,48.7353,PER,OC,2.000,nan,
ASCC 130,358.2,62.44,CAS,OC,18.000,nan,
Loden 1339,218.3708,-62.0167,CEN,OC,4.000,nan,4-3-m-*
FSR 0162,300.3833,25.235,VUL,OC,1.500,nan,
ESO 211 01,131.7958,-52.075,VEL,OC,4.000,nan,
Ruprecht 15,109.8875,-19.6333,CMA,OC,2.000,nan,3-1-p-*
FSR 0894,91.0208,20.2808,ORI,OC,1.900,nan,
vdBergh 113,272.15,-21.4167,SGR,OC,14.000,nan,3-3-p-n
FSR 1412,129.2875,-44.1531,VEL,OC,1.900,nan,
ASCC 63,163.9667,-60.41,CAR,OC,18.000,nan,
FSR 0719,71.0792,41.8142,PER,OC,2.600,nan,
ASCC 65,167.775,-61.12,CAR,OC,26.400,nan,
FSR 0671,65.625,51.8444,PER,OC,0.600,nan,
FSR 1415,130.0917,-44.7336,VEL,OC,3.000,nan,
FSR 1715,237.175,-50.2183,NOR,OC,3.600,nan,
ESO 429 05,114.2583,-32.1983,PUP,OC,1.200,nan,4-2-m-*
Dolidze 21,81.85,7.0667,ORI,OC,12.000,nan,4-2-p-*
SBB 2,334.7375,56.0864,CEP,OC,0.500,nan,
FSR 1645,200.2917,-61.9461,CEN,OC,10.600,nan,
ESO 435 17,149.6875,-30.91,ANT,OC,4.000,nan,
FSR 0721,71.5875,41.9519,PER,OC,5.600,nan,
ESO 561 05,119.8292,-22.6917,PUP,OC,7.000,nan,
FSR 0178,303.2833,29.1233,VUL,OC,6.000,nan,
Koposov 27,84.875,33.35,AUR,OC,3.000,nan,
ESO 313 11,130.9292,-37.7133,VEL,OC,4.000,nan,
FSR 0761,83.3458,39.8456,AUR,OC,0.800,nan,
FSR 1275,112.025,-21.7961,PUP,OC,4.000,nan,
Berkeley 100,351.4917,63.78,CEP,OC,2.000,nan,4-2-p-*
Teutsch 146,282.8917,0.1861,AQL,OC,1.600,nan,
FSR 0459,0.1625,59.2389,CAS,OC,2.000,nan,
FSR 0759,75.2917,35.7947,AUR,OC,0.800,nan,
FSR 0170,301.9417,27.5653,VUL,OC,3.600,nan,
ESO 281 24,279.9958,-44.1983,CRA,OC,6.000,nan,3-3-p-*
ESO 065 07,202.3208,-71.2683,MUS,OC,4.000,nan,
SAI 43,77.0708,49.8689,AUR,OC,2.000,nan,
FSR 0365,338.2667,55.5394,LAC,OC,1.600,nan,
Alessi 56,286.7167,9.5833,AQL,OC,2.200,nan,
NGC 2239,97.7375,4.9692,MON,OC,10.000,nan,
Alessi 57,290.225,15.6767,AQL,OC,2.500,nan,
BH 208,254.9,-37.0833,SCO,OC,2.000,nan,1-1-m-*
Miller 1,141.425,-53.2333,VEL,OC,1.000,nan,2-2-vp-*
FSR 0189,302.4417,32.9131,CYG,OC,5.600,nan,
Bica 4,109.7792,-22.0278,CMA,OC,2.500,nan,
FSR 0274,312.2792,47.8947,CYG,OC,1.600,nan,
Loden 28,150.8,-58.15,CAR,OC,20.000,nan,3-1-p-*
Loden 27,152.775,-56.6,VEL,OC,3.500,nan,3-2-p-*
Alicante 1,59.825,57.2372,CAM,OC,2.000,nan,
Berkeley 64,35.275,65.9,CAS,OC,2.000,nan,
vdBergh 130,304.425,39.35,CYG,OC,6.000,nan,2-2-p-n
vdBergh 150,333.2,73.3333,CEP,OC,35.000,nan,-3-p-n
ASCC 1,2.4,62.68,CAS,OC,24.000,nan,
FSR 0654,58.8958,54.0206,CAM,OC,3.100,nan,
Hogg 7,157.2708,-60.75,CAR,OC,4.000,nan,3-2-p-*
BH 58,137.55,-56.2667,VEL,OC,2.000,nan,3-1-p-*
Teutsch 76,337.1917,61.6328,CEP,OC,3.000,nan,
SAI 46,79.9042,36.5089,AUR,OC,3.000,nan,
Dolidze 2,302.475,41.3667,CYG,OC,6.000,nan,4-1-p-n
DC 3,111.75,-37.5211,PUP,OC,0.700,nan,
FSR 1234,112.7917,-15.4294,PUP,OC,4.800,nan,
FSR 0022,269.1167,-23.1928,SGR,OC,4.600,nan,
ESO 260 07,132.0,-47.03,VEL,OC,5.000,nan,3-2-m-*
Poole J1855+10.8,283.7625,10.7892,AQL,OC,6.000,nan,
FSR 0142,293.9125,20.1289,VUL,OC,4.500,nan,
Ruprecht 74,140.2625,-37.1167,PYX,OC,2.000,nan,3-1-p-*
FSR 0051,273.2667,-13.3308,SER,OC,3.600,nan,
FSR 0369,334.1625,60.8206,CEP,OC,0.700,nan,
Poole J1856+10.8,283.9708,10.7714,AQL,OC,3.500,nan,
FSR 0324,324.0375,53.8147,CYG,OC,1.300,nan,
FSR 1270,111.5208,-21.1842,CMA,OC,7.900,nan,
Ruprecht 39,118.0792,-22.45,PUP,OC,2.000,nan,3-2-p-*
Ruprecht 55,123.1125,-32.5833,PUP,OC,5.000,nan,
FSR 0940,93.5667,14.805,ORI,OC,1.400,nan,
FSR 0474,2.7208,59.7472,CAS,OC,4.600,nan,
Dias 3,107.6292,-8.4275,MON,OC,16.000,nan,
FSR 0320,323.8583,53.6856,CYG,OC,1.500,nan,
FSR 0046,273.5833,-17.3219,SGR,OC,6.300,nan,
FSR 0394,343.7833,58.725,CEP,OC,1.900,nan,
Pismis 10,135.65,-43.6333,VEL,OC,2.000,nan,
ESO 389 05,239.4583,-36.205,LUP,OC,1.800,nan,2-3-vp-*
NGC 2234,97.3333,16.7575,GEM,OC,8.000,nan,
Ruprecht 62,128.1333,-19.6833,PYX,OC,6.000,nan,4-2-p-*
Harvard 9,233.4417,-53.6667,NOR,OC,6.000,nan,4-2-p-*
SAI 141,315.9458,46.9806,CYG,OC,3.000,nan,
ASCC 116,329.6417,54.49,CYG,OC,21.600,nan,
FSR 0628,50.8,60.5628,CAM,OC,5.400,nan,
FSR 0494,6.3833,63.7578,CAS,OC,0.800,nan,
FSR 0660,60.6583,51.9322,PER,OC,2.600,nan,
Waterloo 3,118.775,-25.365,PUP,OC,2.000,nan,2-2-p-n
SAI 41,76.7708,38.4181,AUR,OC,2.000,nan,
Ruprecht 86,150.4,-59.4667,CAR,OC,12.000,nan,3-2-m-*
ESO 587 04,256.0917,-19.455,OPH,OC,2.000,nan,
Teutsch 132,77.5042,38.8253,AUR,OC,5.000,nan,
FSR 0098,281.8792,0.6142,AQL,OC,1.800,nan,
Koposov 77,85.9667,21.7103,TAU,OC,4.800,nan,
FSR 1651,201.3583,-58.9722,CEN,OC,1.600,nan,
Collinder 465,106.7167,-10.5383,MON,OC,9.000,nan,
FSR 0480,3.7292,61.4731,CAS,OC,1.500,nan,
Pfleiderer 2,269.6625,-5.0717,OPH,OC,2.000,nan,
FSR 0508,10.4917,64.9811,CAS,OC,2.500,nan,
Teutsch 53,336.1333,60.4136,CEP,OC,5.000,nan,
BH 110,166.825,-61.45,CAR,OC,2.000,nan,1-1-p-*
Berkeley 93,329.05,63.9333,CEP,OC,2.000,nan,
FSR 0366,334.6625,59.0139,CEP,OC,0.800,nan,
Bochum 7,131.2,-45.9667,VEL,OC,20.000,nan,
FSR 0404,343.3583,62.1419,CEP,OC,2.400,nan,
Ruprecht 17,110.9,-23.1833,CMA,OC,3.000,nan,4-1-p-*
FSR 0460,359.7917,60.6919,CAS,OC,1.400,nan,
Stephenson 2,279.9208,-6.0281,SCT,OC,4.500,nan,
FSR 0341,331.3875,53.3683,CEP,OC,1.500,nan,
Ruprecht 90,157.75,-58.45,CAR,OC,5.000,nan,4-2-p-*
FSR 0333,326.7875,54.9389,CYG,OC,1.500,nan,
FSR 0549,24.9125,65.9197,CAS,OC,1.200,nan,
Teutsch 55,37.25,62.0942,CAS,OC,8.000,nan,
Loden 2158,233.75,-58.2667,NOR,OC,32.000,nan,
Saurer 4,183.5125,-63.5933,CRU,OC,1.800,nan,
Loden 213,159.0583,-61.85,CAR,OC,17.000,nan,
BH 131,186.5583,-63.4139,CRU,OC,5.000,nan,3-1-p-*
Riddle 15,287.7875,14.8344,AQL,OC,0.800,nan,
Dutra Bica 84,92.3667,24.9283,GEM,OC,4.000,nan,
Berkeley 88,305.4,48.0833,CYG,OC,2.000,nan,4-1-p-*
SAI 143,317.7125,50.3086,CYG,OC,3.000,nan,
Ruprecht 133,268.1208,-28.6667,SGR,OC,5.000,nan,4-2-p-*
FSR 0323,325.7917,52.5325,CYG,OC,2.100,nan,
FSR 1429,129.4333,-46.0264,VEL,OC,1.300,nan,
Teutsch 45,85.6833,30.9714,AUR,OC,4.000,nan,
Dolidze 25,101.275,0.3,MON,OC,20.000,nan,
FSR 0406,343.45,62.6119,CEP,OC,6.200,nan,
FSR 1732,253.7708,-49.3258,ARA,OC,1.800,nan,
SAI 69,101.3667,-11.7944,CMA,OC,3.000,nan,
Hogg 8,157.2917,-60.9833,CAR,OC,3.000,nan,
Pfleiderer 1,17.0292,65.6472,CAS,OC,5.000,nan,4-2-m-*
Collinder 468,271.6458,-27.46,SGR,OC,0.900,nan,4-1-p-*
ESO 456 09,268.4667,-32.4833,SCO,OC,6.000,nan,
ESO 335 05,274.0292,-41.0633,CRA,OC,7.000,nan,
Dutra Bica 28,268.3708,-28.3483,SGR,OC,1.600,nan,
Ruprecht 6,104.0,-13.2833,CMA,OC,1.000,nan,3-1-p-*
Pfleiderer 4,357.7292,62.3208,CAS,OC,4.000,nan,4-2-m-*
Teutsch 48,140.1292,-52.84,VEL,OC,5.000,nan,
Ruprecht 152,118.6167,-38.2372,PUP,OC,7.000,nan,2-2-m-*
ESO 393 12,264.6667,-35.6517,SCO,OC,2.000,nan,3-2-p-*
SAI 88,123.2417,-41.8836,PUP,OC,2.000,nan,
Saurer 5,294.8792,25.645,VUL,OC,1.800,nan,
FSR 0326,324.5083,53.8194,CYG,OC,1.900,nan,
Saurer 6,297.7583,32.2431,CYG,OC,1.800,nan,
Saurer 3,160.3542,-55.3056,VEL,OC,4.000,nan,
Kronberger 39,163.5583,-61.7378,CAR,OC,0.800,nan,
Kronberger 31,295.0458,26.2633,VUL,OC,1.300,nan,
Berkeley 26,102.575,5.75,MON,OC,4.000,nan,3-1-m-*
Saurer 1,110.2333,1.8081,CMI,OC,2.600,nan,
ESO 093 08,169.9208,-65.22,CAR,OC,1.000,nan,
FSR 0338,327.9333,55.3294,CYG,OC,2.700,nan,
