Name,RA,Dec,Con,OT,Mag,Diam,Other
Arp 94,155.869800,19.881650,LEO,PG,10.30,2.190,N=2; z=0.00373166666666667
Arp 95,218.748100,26.521250,BOO,PG,15.20,3.498,N=3
Arp 96,105.797900,86.580550,CEP,PG,14.80,3.032,N=2
Arp 97,181.439150,31.069450,UMA,PG,15.60,1.171,N=2
Arp 98,23.052700,32.096950,TRI,PG,15.00,2.071,N=2
Arp 99,348.793350,19.001550,PEG,PG,12.20,5.844,N=3
Arp 100,7.161650,-11.607200,CET,PG,15.00,4.047,N=2
Arp 101,241.116450,14.799850,SER,PG,14.70,2.909,N=2
Arp 102,259.842300,49.015300,HER,PG,14.90,5.243,N=3
Arp 103,252.373100,45.478200,HER,PG,14.60,2.813,N=3
Arp 104,203.038950,62.734150,UMA,PG,12.30,4.036,N=2
Arp 105,167.804150,28.703750,UMA,PG,14.70,0.955,N=2
Arp 106,183.900850,28.173050,COM,PG,13.60,0.518,N=2
Arp 107,163.082500,30.075850,LMI,PG,14.60,1.224,N=2
Arp 108,45.776450,-22.211950,ERI,PG,14.00,0.752,N=2
Arp 109,236.996650,69.464300,DRA,PG,15.00,2.593,N=2
Arp 110,343.536700,-15.237200,AQR,PG,15.90,0.910,N=1
Arp 111,210.420400,33.827500,CVN,PG,13.40,0.222,N=2
Arp 112,0.368950,31.438200,PEG,PG,13.30,0.918,N=2
Arp 113,4.593300,30.080600,AND,PG,14.50,1.820,N=1
Arp 114,113.083300,85.708600,CEP,PG,12.10,3.640,N=1; z=0.00746833333333333
Arp 115,175.744400,26.282950,LEO,PG,15.50,2.146,N=3
Arp 116,190.899800,11.567350,VIR,PG,8.80,2.512,N=2; z=0.00426866666666667
Arp 117,212.506850,17.714850,BOO,PG,14.30,2.596,N=2
Arp 118,43.793300,-0.177350,CET,PG,12.90,0.352,N=2
Arp 119,19.851250,12.454400,PSC,PG,14.70,0.906,N=2
Arp 120,186.928950,13.043750,VIR,PG,10.10,4.403,N=2
Arp 121,14.847500,-4.809050,CET,PG,14.50,0.584,N=2
Arp 122,241.110650,17.747100,HER,PG,13.60,0.438,N=2
Arp 123,80.640850,-11.495950,LEP,PG,12.00,0.751,N=2; z=0.00782111111111111
Arp 124,259.670000,60.606700,DRA,PG,13.10,2.860,N=1
Arp 125,249.557500,41.934700,HER,PG,13.60,0.468,N=2
Arp 126,29.522900,3.093200,PSC,PG,13.90,0.985,N=2
Arp 127,9.748550,-9.008150,CET,PG,12.50,0.782,N=2
Arp 128,19.361900,14.699600,PSC,PG,15.40,1.253,N=2
